endpoint_url,domain,network,capability,integration_type,x402_verified,success_rate_7d,latency_p50_7d,latency_p95_7d,samples_7d,score,last_probed_at
https://2captcha.x402.paysponge.com/reportCorrect,2captcha.x402.paysponge.com,base,infra,3P,false,1.0000,202,331,21,95,2026-06-13T08:28:57.408+00:00
https://2captcha.x402.paysponge.com/reportIncorrect,2captcha.x402.paysponge.com,base,infra,3P,false,1.0000,212,373,21,95,2026-06-13T08:27:12.122+00:00
https://2d6f30bb0ae713.lhr.life/base-edge,2d6f30bb0ae713.lhr.life,base,other,,false,0.0000,186,402,21,40,2026-06-13T08:30:43.411+00:00
https://2s.io/api/geocode/reverse,2s.io,base,other,,false,1.0000,217,241,6,94,2026-06-08T08:37:55.866+00:00
https://81c7b32a76ce41.lhr.life/base-edge,81c7b32a76ce41.lhr.life,base,other,,false,0.0000,159,300,21,40,2026-06-13T08:32:50.437+00:00
https://852b2bac444424.lhr.life/base-edge,852b2bac444424.lhr.life,base,other,,false,0.0000,180,406,18,40,2026-06-13T08:33:15.066+00:00
https://9cbb3c721f8de8.lhr.life/base-edge,9cbb3c721f8de8.lhr.life,base,other,,false,0.0000,158,291,21,40,2026-06-13T08:32:00.484+00:00
https://agentic-video-market-service.onrender.com/v1/videos/sora2/generate,agentic-video-market-service.onrender.com,base,other,,false,1.0000,95,167,3,95,2026-06-13T08:15:15.51+00:00
https://agentproof-murex.vercel.app/schema/infer,agentproof-murex.vercel.app,base,other,,false,1.0000,238,407,21,93,2026-06-13T08:19:11.261+00:00
https://agents.allium.so/api/v1/developer/wallet/balances,agents.allium.so,base,data,1P,false,1.0000,75,268,21,94,2026-06-13T08:17:42.48+00:00
https://agents.allium.so/api/v1/developer/wallet/pnl,agents.allium.so,base,data,1P,false,1.0000,211,411,21,95,2026-06-13T08:17:43.097+00:00
https://agents.allium.so/api/v1/developer/wallet/transactions,agents.allium.so,base,data,1P,false,1.0000,94,247,21,94,2026-06-13T08:17:25.221+00:00
https://agents.allium.so/api/v1/explorer/queries/run-async,agents.allium.so,base,data,1P,false,1.0000,216,633,21,94,2026-06-13T08:17:16.938+00:00
https://agentspec-one.vercel.app/generate/bazaar-metadata,agentspec-one.vercel.app,base,other,,false,1.0000,193,360,18,94,2026-06-12T07:37:51.896+00:00
https://alpha.palmvox.com/api/airdrop/radar,alpha.palmvox.com,base,other,,false,0.5714,119,264,21,92,2026-06-13T08:14:23.481+00:00
https://alphapulse-omega.vercel.app/api/alpha/vaults,alphapulse-omega.vercel.app,base,other,,false,1.0000,150,201,21,95,2026-06-13T08:18:02.427+00:00
https://api-dev.agents.skillfulai.io/api/x402/demo/mainnet/premium,api-dev.agents.skillfulai.io,base,other,,false,1.0000,402,733,21,93,2026-06-13T08:23:02.399+00:00
https://api-production-853c.up.railway.app/v1/crypto/risk-brief,api-production-853c.up.railway.app,base,other,,false,1.0000,1012,1189,21,82,2026-06-13T08:18:38.773+00:00
https://api-production-853c.up.railway.app/v1/preflight,api-production-853c.up.railway.app,base,other,,false,1.0000,1041,1085,21,82,2026-06-13T08:19:58.39+00:00
https://api.402pixels.com/block/50/52,api.402pixels.com,base,other,,false,1.0000,113,420,21,96,2026-06-13T08:17:40.093+00:00
