endpoint_url,domain,network,capability,integration_type,x402_verified,success_rate_7d,latency_p50_7d,latency_p95_7d,samples_7d,score,last_probed_at
http://api.iconiqnerds.com/xlsx-to-pdf,api.iconiqnerds.com,base,other,,false,0.0000,343,420,3,40,2026-07-08T06:30:58.51+00:00
http://x402-poker-server-production.up.railway.app/api/decision,x402-poker-server-production.up.railway.app,base,other,,false,1.0000,124,132,3,96,2026-07-09T07:08:29.762+00:00
https://1c09pdnrx1.execute-api.us-east-1.amazonaws.com/v1/anchor,1c09pdnrx1.execute-api.us-east-1.amazonaws.com,base,other,,false,1.0000,233,290,3,93,2026-07-09T07:14:51.776+00:00
https://1c09pdnrx1.execute-api.us-east-1.amazonaws.com/v1/attest,1c09pdnrx1.execute-api.us-east-1.amazonaws.com,base,other,,false,1.0000,364,378,3,92,2026-07-08T06:19:57.734+00:00
https://1c09pdnrx1.execute-api.us-east-1.amazonaws.com/v1/decode/calldata,1c09pdnrx1.execute-api.us-east-1.amazonaws.com,base,other,,false,1.0000,276,357,3,93,2026-07-11T06:16:23.649+00:00
https://1c09pdnrx1.execute-api.us-east-1.amazonaws.com/v1/intel/wallet,1c09pdnrx1.execute-api.us-east-1.amazonaws.com,base,other,,false,1.0000,237,266,3,94,2026-07-11T06:16:25.187+00:00
https://1c09pdnrx1.execute-api.us-east-1.amazonaws.com/v1/parse/datetime,1c09pdnrx1.execute-api.us-east-1.amazonaws.com,base,other,,false,1.0000,225,342,3,93,2026-07-09T07:08:19.904+00:00
https://1c09pdnrx1.execute-api.us-east-1.amazonaws.com/v1/price/token,1c09pdnrx1.execute-api.us-east-1.amazonaws.com,base,other,,false,1.0000,383,506,3,91,2026-07-08T06:20:14.724+00:00
https://1c09pdnrx1.execute-api.us-east-1.amazonaws.com/v1/resolve/name,1c09pdnrx1.execute-api.us-east-1.amazonaws.com,base,other,,false,1.0000,387,488,3,91,2026-07-08T06:21:23.559+00:00
https://1c09pdnrx1.execute-api.us-east-1.amazonaws.com/v1/screen,1c09pdnrx1.execute-api.us-east-1.amazonaws.com,base,other,,false,1.0000,206,230,3,94,2026-07-10T07:10:42.52+00:00
https://22ba1f927f0e32.lhr.life/base-edge,22ba1f927f0e32.lhr.life,base,other,,false,0.0000,252,495,3,40,2026-07-08T06:17:17.457+00:00
https://25eea783-b936-4296-ac87-c0e08276cd6c-00-1gb08v8hk77v0-l5j0cc5r.riker.replit.dev/api/products,25eea783-b936-4296-ac87-c0e08276cd6c-00-1gb08v8hk77v0-l5j0cc5r.riker.replit.dev,base,other,,false,1.0000,219,287,3,94,2026-07-07T08:02:14.263+00:00
https://2captcha.x402.paysponge.com/reportCorrect,2captcha.x402.paysponge.com,base,infra,3P,false,1.0000,134,255,3,94,2026-07-07T08:13:11.288+00:00
https://2captcha.x402.paysponge.com/reportIncorrect,2captcha.x402.paysponge.com,base,infra,3P,false,1.0000,204,233,3,94,2026-07-07T08:12:03.472+00:00
https://2d6f30bb0ae713.lhr.life/base-edge,2d6f30bb0ae713.lhr.life,base,other,,false,0.0000,218,291,3,40,2026-07-07T08:14:34.846+00:00
https://402.pinata.cloud/v1/pin/private,402.pinata.cloud,base,storage,1P,false,1.0000,84,116,3,96,2026-07-08T06:16:09.811+00:00
https://402.pinata.cloud/v1/pin/public,402.pinata.cloud,base,storage,1P,false,1.0000,73,151,3,95,2026-07-10T07:04:05.517+00:00
https://402utils.com/v1/jq,402utils.com,base,other,,false,1.0000,808,1055,3,82,2026-07-09T07:16:53.878+00:00
https://402utils.com/v1/receipt-verify,402utils.com,base,other,,false,1.0000,798,1011,3,82,2026-07-09T07:17:13.015+00:00
https://402utils.com/v1/rss-to-json,402utils.com,base,other,,false,1.0000,767,1285,3,82,2026-07-09T07:17:44.617+00:00
