endpoint_url,domain,network,capability,integration_type,x402_verified,success_rate_7d,latency_p50_7d,latency_p95_7d,samples_7d,score,last_probed_at
https://2captcha.x402.paysponge.com/reportCorrect,2captcha.x402.paysponge.com,base,infra,3P,false,1.0000,161,334,18,93,2026-06-21T07:59:32.914+00:00
https://2captcha.x402.paysponge.com/reportIncorrect,2captcha.x402.paysponge.com,base,infra,3P,false,1.0000,241,349,18,92,2026-06-21T07:58:51.747+00:00
https://2d6f30bb0ae713.lhr.life/base-edge,2d6f30bb0ae713.lhr.life,base,other,,false,0.0000,195,505,18,40,2026-06-21T08:00:14.1+00:00
https://2s.io/api/agent/marketplace/discover,2s.io,base,other,,false,1.0000,258,262,3,92,2026-06-17T08:48:13.03+00:00
https://81c7b32a76ce41.lhr.life/base-edge,81c7b32a76ce41.lhr.life,base,other,,false,0.0000,125,437,18,40,2026-06-21T08:01:06.376+00:00
https://852b2bac444424.lhr.life/base-edge,852b2bac444424.lhr.life,base,other,,false,0.0000,94,260,18,40,2026-06-21T08:01:12.492+00:00
https://9cbb3c721f8de8.lhr.life/base-edge,9cbb3c721f8de8.lhr.life,base,other,,false,0.0000,131,257,18,40,2026-06-21T08:00:46.63+00:00
https://agentic-video-market-service.onrender.com/v1/videos/sora2/generate,agentic-video-market-service.onrender.com,base,other,,false,1.0000,178,258,9,94,2026-06-17T08:49:48.393+00:00
https://agentproof-murex.vercel.app/schema/infer,agentproof-murex.vercel.app,base,other,,false,1.0000,160,290,18,95,2026-06-21T07:53:39.996+00:00
https://agents.allium.so/api/v1/developer/wallet/balances,agents.allium.so,base,data,1P,false,1.0000,86,378,18,97,2026-06-21T07:53:03.033+00:00
https://agents.allium.so/api/v1/developer/wallet/pnl,agents.allium.so,base,data,1P,false,1.0000,185,464,18,93,2026-06-21T07:53:02.773+00:00
https://agents.allium.so/api/v1/developer/wallet/transactions,agents.allium.so,base,data,1P,false,1.0000,89,399,18,96,2026-06-21T07:53:03.296+00:00
https://agents.allium.so/api/v1/explorer/queries/run-async,agents.allium.so,base,data,1P,false,1.0000,203,425,18,90,2026-06-21T07:52:53.809+00:00
https://alpha.palmvox.com/api/airdrop/radar,alpha.palmvox.com,base,other,,false,0.0000,41,111,21,40,2026-06-21T07:51:29.543+00:00
https://alphapulse-omega.vercel.app/api/alpha/vaults,alphapulse-omega.vercel.app,base,other,,false,1.0000,117,169,18,95,2026-06-21T07:53:13.295+00:00
https://api-dev.agents.skillfulai.io/api/x402/demo/mainnet/premium,api-dev.agents.skillfulai.io,base,other,,false,1.0000,463,985,18,88,2026-06-21T07:56:26.7+00:00
https://api-production-853c.up.railway.app/v1/crypto/risk-brief,api-production-853c.up.railway.app,base,other,,false,1.0000,147,1097,15,97,2026-06-20T08:26:03.373+00:00
https://api-production-853c.up.railway.app/v1/preflight,api-production-853c.up.railway.app,base,other,,false,1.0000,139,1080,15,97,2026-06-20T08:26:55.738+00:00
https://api.402pixels.com/block/50/52,api.402pixels.com,base,other,,false,1.0000,102,450,15,95,2026-06-20T08:25:14.985+00:00
https://api.402pixels.com/block/55/51,api.402pixels.com,base,other,,false,1.0000,227,499,21,92,2026-06-21T07:50:01.3+00:00
https://api.402pixels.com/block/56/51,api.402pixels.com,base,other,,false,1.0000,193,320,21,95,2026-06-21T07:50:14.909+00:00
https://api.402pixels.com/block/56/52,api.402pixels.com,base,other,,false,1.0000,98,432,15,94,2026-06-20T08:32:47.362+00:00
https://api.402pixels.com/block/57/51,api.402pixels.com,base,other,,false,1.0000,144,339,18,93,2026-06-21T07:54:28.144+00:00
https://api.402pixels.com/block/57/52,api.402pixels.com,base,other,,false,1.0000,55,368,3,94,2026-06-20T08:36:35.135+00:00
https://api.agentwonderland.com/x402/endpoints/13-f-hedge-fund-holdings,api.agentwonderland.com,base,other,,false,1.0000,155,252,3,94,2026-06-21T07:54:23.085+00:00
https://api.agentwonderland.com/x402/endpoints/earnings-calendar,api.agentwonderland.com,base,other,,false,1.0000,157,157,3,94,2026-06-21T07:54:33.343+00:00
https://api.anchor-x402.com/v1/anchor,api.anchor-x402.com,base,other,,false,1.0000,188,331,18,95,2026-06-21T07:54:35.749+00:00
https://api.anchor-x402.com/v1/attest,api.anchor-x402.com,base,other,,false,1.0000,167,357,18,96,2026-06-21T08:00:28.204+00:00
https://api.anchor-x402.com/v1/aura,api.anchor-x402.com,base,other,,false,1.0000,144,298,15,93,2026-06-20T08:36:26.9+00:00
https://api.anchor-x402.com/v1/parse/datetime,api.anchor-x402.com,base,other,,false,1.0000,160,315,18,95,2026-06-21T08:01:14.253+00:00
https://api.anchor-x402.com/v1/price/token,api.anchor-x402.com,base,other,,false,1.0000,120,307,18,96,2026-06-21T08:00:50.432+00:00
https://api.anchor-x402.com/v1/resolve/name,api.anchor-x402.com,base,other,,false,1.0000,144,288,18,96,2026-06-21T08:00:44.879+00:00
https://api.anthropic.com/v1/messages,api.anthropic.com,base,inference,,false,1.0000,30,72,21,97,2026-06-21T07:48:58.119+00:00
https://api.auor.io/google-maps/v1/search/basic,api.auor.io,base,other,,false,1.0000,165,309,21,94,2026-06-21T07:49:58.701+00:00
https://api.bankr.bot/agent/job/{jobId},api.bankr.bot,base,infra,1P,false,1.0000,275,368,21,92,2026-06-21T07:49:36.358+00:00
https://api.bankr.bot/agent/prompt,api.bankr.bot,base,infra,1P,false,1.0000,258,355,21,93,2026-06-21T07:49:34.484+00:00
https://api.bankr.bot/token-launches/deploy,api.bankr.bot,base,infra,1P,false,0.8571,250,378,21,92,2026-06-21T07:49:45.604+00:00
https://api.bankr.bot/wallet/me,api.bankr.bot,base,infra,1P,false,1.0000,259,367,21,93,2026-06-21T07:49:39.267+00:00
https://api.bankr.bot/wallet/portfolio,api.bankr.bot,base,infra,1P,false,1.0000,331,537,21,91,2026-06-21T07:49:32.516+00:00
https://api.bankr.bot/wallet/sign,api.bankr.bot,base,infra,1P,false,1.0000,321,345,21,93,2026-06-21T07:49:35.371+00:00
https://api.bankr.bot/wallet/submit,api.bankr.bot,base,infra,1P,false,1.0000,262,348,21,92,2026-06-21T07:49:33.529+00:00
https://api.bankr.bot/wallet/transfer,api.bankr.bot,base,infra,1P,false,1.0000,259,352,21,92,2026-06-21T07:49:40.259+00:00
https://api.carbon-cashmere.de/v1/btc-derivatives/reorg-stream,api.carbon-cashmere.de,base,other,,false,1.0000,366,382,3,91,2026-06-21T07:58:42.512+00:00
https://api.carbon-cashmere.de/v1/kaspa-derivatives/fee-regime,api.carbon-cashmere.de,base,other,,false,1.0000,383,388,3,91,2026-06-21T07:56:54.956+00:00
https://api.cryptoetfsentinel.com/v1/xbrl/issuers/0001980994,api.cryptoetfsentinel.com,base,other,,false,1.0000,333,495,18,93,2026-06-21T07:55:02.78+00:00
https://api.deepinfra.com/v1/openai/chat/completions,api.deepinfra.com,base,inference,,false,1.0000,291,520,21,92,2026-06-21T07:49:01.314+00:00
https://api.fireworks.ai/inference/v1/chat/completions,api.fireworks.ai,base,inference,,false,1.0000,36,85,21,96,2026-06-21T07:48:58.275+00:00
https://api.groq.com/openai/v1/chat/completions,api.groq.com,base,inference,,false,1.0000,56,132,21,96,2026-06-21T07:48:57.571+00:00
https://api.imgzen.dev/v1/models/nano-banana/generate,api.imgzen.dev,base,other,,false,0.0000,40,147,18,40,2026-06-21T07:58:31.26+00:00
https://api.influship.com/v1/raw/youtube/transcript/BTJGr78-zyw,api.influship.com,base,other,,false,1.0000,70,929,18,96,2026-06-21T07:59:08.176+00:00
https://api.influship.com/v1/raw/youtube/transcript/H-8NrKFQKhU,api.influship.com,base,other,,false,1.0000,67,936,18,97,2026-06-21T07:59:17.661+00:00
https://api.influship.com/v1/raw/youtube/transcript/jLFG_FZKbks,api.influship.com,base,other,,false,1.0000,64,934,18,97,2026-06-21T07:59:39.901+00:00
https://api.influship.com/v1/raw/youtube/transcript/kwEtOyaFhCA,api.influship.com,base,other,,false,1.0000,65,921,18,97,2026-06-21T07:59:17.761+00:00
https://api.influship.com/v1/raw/youtube/transcript/NdU6UdUKaYc,api.influship.com,base,other,,false,1.0000,90,947,18,97,2026-06-21T07:58:55.35+00:00
https://api.influship.com/v1/raw/youtube/transcript/opB7_JXL0LA,api.influship.com,base,other,,false,1.0000,103,935,18,97,2026-06-21T07:58:56.381+00:00
https://api.influship.com/v1/raw/youtube/transcript/PnpHwhTWw0c,api.influship.com,base,other,,false,1.0000,101,949,18,95,2026-06-21T07:57:34.129+00:00
https://api.influship.com/v1/raw/youtube/transcript/qel8Fyt78fk,api.influship.com,base,other,,false,1.0000,62,935,18,97,2026-06-21T07:59:46.842+00:00
https://api.influship.com/v1/raw/youtube/transcript/V-z0k5xu1hM,api.influship.com,base,other,,false,1.0000,67,938,18,97,2026-06-21T07:59:33.169+00:00
https://api.influship.com/v1/raw/youtube/transcript/zc8Nh4TMB1s,api.influship.com,base,other,,false,1.0000,63,925,18,97,2026-06-21T07:59:40.004+00:00
https://api.messari.io/funding/v1/organizations,api.messari.io,base;solana,data,1P,false,1.0000,104,287,21,96,2026-06-21T07:52:12.446+00:00
https://api.messari.io/metrics/v2/assets/details,api.messari.io,base;solana,data,1P,false,1.0000,113,260,21,96,2026-06-21T07:52:14.666+00:00
https://api.messari.io/metrics/v2/assets/roi,api.messari.io,base;solana,data,1P,false,1.0000,116,263,21,96,2026-06-21T07:52:12.822+00:00
https://api.messari.io/news/v1/news/feed,api.messari.io,base;solana,data,1P,false,1.0000,104,248,21,96,2026-06-21T07:52:15.028+00:00
https://api.messari.io/signal/v1/assets,api.messari.io,base;solana,data,1P,false,1.0000,112,303,21,94,2026-06-21T07:52:12.086+00:00
https://api.mnemospark.ai/api/mnemospark-lite/upload,api.mnemospark.ai,base,other,,false,1.0000,92,264,18,95,2026-06-21T07:59:27.229+00:00
https://api.myceliasignal.com/oracle/econ/eu/unrate,api.myceliasignal.com,base,other,,false,1.0000,61,99,3,96,2026-06-21T07:48:55.495+00:00
https://api.myceliasignal.com/oracle/econ/us/yield_curve,api.myceliasignal.com,base,other,,false,1.0000,130,143,3,95,2026-06-21T07:49:28.825+00:00
https://api.myceliasignal.com/oracle/price/gbp/cad,api.myceliasignal.com,base,other,,false,1.0000,132,167,18,96,2026-06-21T08:00:45.183+00:00
https://api.myceliasignal.com/oracle/price/gbp/chf,api.myceliasignal.com,base,other,,false,1.0000,147,195,3,94,2026-06-15T09:31:28.331+00:00
https://api.myceliasignal.com/oracle/price/gbp/cny,api.myceliasignal.com,base,other,,false,1.0000,145,226,18,95,2026-06-21T08:00:16.614+00:00
https://api.myceliasignal.com/oracle/price/usd/cad,api.myceliasignal.com,base,other,,false,1.0000,69,142,18,95,2026-06-21T08:00:59.846+00:00
https://api.myceliasignal.com/oracle/price/usd/chf,api.myceliasignal.com,base,other,,false,1.0000,133,157,18,96,2026-06-21T08:00:50.884+00:00
https://api.myceliasignal.com/oracle/price/usdt/eur,api.myceliasignal.com,base,other,,false,1.0000,139,243,18,96,2026-06-21T07:53:16.626+00:00
https://api.nansen.ai/api/v1/profiler/address/pnl,api.nansen.ai,base;solana,data,1P,false,1.0000,83,134,18,97,2026-06-21T07:54:48.165+00:00
https://api.nansen.ai/api/v1/profiler/address/related-wallets,api.nansen.ai,base;solana,data,1P,false,1.0000,80,112,18,97,2026-06-21T07:57:41.917+00:00
https://api.nansen.ai/api/v1/profiler/perp-positions,api.nansen.ai,base;solana,data,1P,false,1.0000,82,116,18,96,2026-06-21T07:54:41.318+00:00
https://api.nansen.ai/api/v1/smart-money/dex-trades,api.nansen.ai,base;solana,data,1P,false,1.0000,84,117,18,96,2026-06-21T07:54:37.808+00:00
https://api.nansen.ai/api/v1/smart-money/holdings,api.nansen.ai,base;solana,data,1P,false,1.0000,90,119,18,97,2026-06-21T07:54:32.894+00:00
https://api.nansen.ai/api/v1/tgm/jup-dca,api.nansen.ai,base;solana,data,1P,false,1.0000,94,244,18,95,2026-06-21T07:54:23.495+00:00
https://api.nansen.ai/api/v1/tgm/transfers,api.nansen.ai,base;solana,data,1P,false,1.0000,83,112,18,96,2026-06-21T07:54:40.922+00:00
https://api.openai.com/v1/chat/completions,api.openai.com,base,inference,,false,1.0000,79,104,21,97,2026-06-21T07:48:58.005+00:00
https://api.perplexity.ai/chat/completions,api.perplexity.ai,base,data,,false,1.0000,67,162,21,97,2026-06-21T07:49:03.685+00:00
https://api.quantoracle.dev/v1/watch/extend,api.quantoracle.dev,base,other,,false,0.0000,276,504,21,40,2026-06-21T07:51:31.789+00:00
https://api.quantoracle.dev/v1/watch/position,api.quantoracle.dev,base,other,,false,0.0000,123,383,21,40,2026-06-21T07:51:39.638+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df68ab234010b7d331717,api.questflow.ai,base,inference,1P,false,1.0000,403,468,18,91,2026-06-21T07:55:58.736+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df68fb234010b7d33175c,api.questflow.ai,base,inference,1P,false,1.0000,383,412,18,91,2026-06-21T07:56:12.867+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df69db234010b7d331809,api.questflow.ai,base,inference,1P,false,1.0000,404,458,18,91,2026-06-21T07:55:46.939+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df6abb234010b7d3318ae,api.questflow.ai,base,inference,1P,false,1.0000,399,446,18,91,2026-06-21T07:56:02.494+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df7a9b234010b7d331b17,api.questflow.ai,base,inference,1P,false,1.0000,412,776,18,91,2026-06-21T07:55:17.422+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df7b2b234010b7d331b61,api.questflow.ai,base,inference,1P,false,1.0000,397,417,18,91,2026-06-21T07:56:11.615+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df7b7b234010b7d331ba0,api.questflow.ai,base,inference,1P,false,1.0000,401,518,18,91,2026-06-21T07:55:23.047+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df7ceb234010b7d331c85,api.questflow.ai,base,inference,1P,false,1.0000,407,487,18,91,2026-06-21T07:55:04.061+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df7d3b234010b7d331cc4,api.questflow.ai,base,inference,1P,false,1.0000,404,421,18,91,2026-06-21T07:55:33.886+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687df7dbb234010b7d331d0c,api.questflow.ai,base,inference,1P,false,1.0000,407,420,18,91,2026-06-21T07:55:16.136+00:00
https://api.questflow.ai/x402/agent/qrn:agent:687e2a4457b6ecbe004244af,api.questflow.ai,base,inference,1P,false,1.0000,401,425,18,91,2026-06-21T07:55:14.851+00:00
https://api.questflow.ai/x402/agent/qrn:agent:6896c8469b0e5b463f620fcf,api.questflow.ai,base,inference,1P,false,1.0000,395,416,18,91,2026-06-21T07:55:28.203+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68a68dea6913f9f1c46e2666,api.questflow.ai,base,inference,1P,false,1.0000,400,778,18,91,2026-06-21T07:55:12.273+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68a6fae188ee7586a198c086,api.questflow.ai,base,inference,1P,false,1.0000,401,497,18,91,2026-06-21T07:55:38.272+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68b6d9de9d58b0668c774296,api.questflow.ai,base,inference,1P,false,1.0000,406,418,18,91,2026-06-21T07:55:55.576+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68c1822e6a9ddcc1ed886747,api.questflow.ai,base,inference,1P,false,1.0000,406,502,18,91,2026-06-21T07:55:07.911+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68cbd3ea1eac16d8cffc6041,api.questflow.ai,base,inference,1P,false,1.0000,399,414,18,91,2026-06-21T07:55:30.745+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68cd37a11e25c97d05356aad,api.questflow.ai,base,inference,1P,false,1.0000,403,418,18,91,2026-06-21T07:56:09.371+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68e4cc307ad7f91b3bcf0085,api.questflow.ai,base,inference,1P,false,1.0000,399,743,18,91,2026-06-21T07:55:43.133+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68ee1cfebd72982773cd07e8,api.questflow.ai,base,inference,1P,false,1.0000,406,933,18,90,2026-06-21T07:55:09.704+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68ee3d375e8bc20f70eba02c,api.questflow.ai,base,inference,1P,false,1.0000,408,444,18,91,2026-06-21T07:55:05.329+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68f0b6d4bd72982773d6491c,api.questflow.ai,base,inference,1P,false,1.0000,401,498,18,91,2026-06-21T07:55:18.692+00:00
https://api.questflow.ai/x402/agent/qrn:agent:68fb94c078e4559a6fb2b674,api.questflow.ai,base,inference,1P,false,1.0000,434,943,18,86,2026-06-21T07:54:22.535+00:00
https://api.questflow.ai/x402/agent/qrn:agent:6901eecfa190739b272f5d57,api.questflow.ai,base,inference,1P,false,1.0000,402,444,18,91,2026-06-21T07:55:53.031+00:00
https://api.questflow.ai/x402/copilot/qrn:copilot:tars,api.questflow.ai,base,inference,1P,false,1.0000,252,764,18,94,2026-06-21T07:55:36.998+00:00
https://api.questflow.ai/x402/swarm/qrn:swarm:687e1ddc1ff8a9609cbae139,api.questflow.ai,base,inference,1P,false,1.0000,403,496,18,91,2026-06-21T07:55:50.506+00:00
https://api.questflow.ai/x402/swarm/qrn:swarm:687e3f0d4eb4612ae912cff7,api.questflow.ai,base,inference,1P,false,1.0000,396,440,9,91,2026-06-20T08:36:36.408+00:00
https://api.questflow.ai/x402/swarm/qrn:swarm:687e3fac57b6ecbe00425788,api.questflow.ai,base,inference,1P,false,1.0000,404,777,18,90,2026-06-21T07:56:22.331+00:00
https://api.questflow.ai/x402/swarm/qrn:swarm:689c56949b0e5b463f62ce01,api.questflow.ai,base,inference,1P,false,1.0000,399,416,18,91,2026-06-21T07:56:08.014+00:00
https://api.questflow.ai/x402/swarm/qrn:swarm:68a3e9b26913f9f1c469f6b7,api.questflow.ai,base,inference,1P,false,1.0000,397,495,18,91,2026-06-21T07:55:26.944+00:00
https://api.questflow.ai/x402/swarm/qrn:swarm:68a6f6ed88ee7586a198b9fb,api.questflow.ai,base,inference,1P,false,1.0000,399,419,18,91,2026-06-21T07:56:23.626+00:00
https://api.questflow.ai/x402/swarm/qrn:swarm:68a701d567a3c4beef361629,api.questflow.ai,base,inference,1P,false,1.0000,402,493,18,90,2026-06-21T07:56:06.731+00:00
https://api.questflow.ai/x402/swarm/qrn:swarm:68b9a4b04b4f3f371ab33f9a,api.questflow.ai,base,inference,1P,false,1.0000,384,485,18,91,2026-06-21T07:55:21.76+00:00
