endpoint_url,domain,network,capability,integration_type,x402_verified,success_rate_7d,latency_p50_7d,latency_p95_7d,samples_7d,score,last_probed_at
https://2captcha.x402.paysponge.com/reportCorrect,2captcha.x402.paysponge.com,base,infra,3P,false,1.0000,127,284,21,96,2026-07-01T08:40:13.902+00:00
https://2captcha.x402.paysponge.com/reportIncorrect,2captcha.x402.paysponge.com,base,infra,3P,false,1.0000,139,360,21,95,2026-07-01T08:39:23.911+00:00
https://2d6f30bb0ae713.lhr.life/base-edge,2d6f30bb0ae713.lhr.life,base,other,,false,0.0000,226,473,21,40,2026-07-01T08:41:28.653+00:00
https://81c7b32a76ce41.lhr.life/base-edge,81c7b32a76ce41.lhr.life,base,other,,false,0.0000,225,531,21,40,2026-07-01T08:43:00.924+00:00
https://852b2bac444424.lhr.life/base-edge,852b2bac444424.lhr.life,base,other,,false,0.0000,239,471,12,40,2026-07-01T08:43:03.277+00:00
https://9cbb3c721f8de8.lhr.life/base-edge,9cbb3c721f8de8.lhr.life,base,other,,false,0.0000,237,363,12,40,2026-06-28T07:28:20.09+00:00
https://agent-proxy.alchemy.com/v1/x402/4013ed2b4f50e768/abc-test-123/,agent-proxy.alchemy.com,base,other,,false,1.0000,287,443,6,92,2026-07-01T08:43:16.164+00:00
https://agent402.tools/api/convert/bytes-to-gibibytes,agent402.tools,base,other,,false,0.0000,167,276,9,40,2026-06-29T08:46:13.271+00:00
https://agent402.tools/api/convert/bytes-to-gigabytes,agent402.tools,base,other,,false,0.0000,95,229,9,40,2026-06-29T08:47:47.355+00:00
https://agent402.tools/api/convert/bytes-to-kibibytes,agent402.tools,base,other,,false,0.0000,201,296,3,40,2026-06-27T07:31:02.553+00:00
https://agent402.tools/api/convert/bytes-to-kilobytes,agent402.tools,base,other,,false,0.0000,206,386,3,40,2026-06-27T07:36:03.864+00:00
https://agent402.tools/api/convert/square-centimeters-to-square-feet,agent402.tools,base,other,,false,0.0000,160,305,3,40,2026-06-30T08:06:06.529+00:00
https://agentproof-murex.vercel.app/schema/infer,agentproof-murex.vercel.app,base,other,,false,1.0000,225,406,21,94,2026-07-01T08:32:39.582+00:00
https://agents.allium.so/api/v1/developer/wallet/balances,agents.allium.so,base,data,1P,false,1.0000,192,337,9,94,2026-06-27T07:29:50.532+00:00
https://agents.allium.so/api/v1/developer/wallet/pnl,agents.allium.so,base,data,1P,false,1.0000,164,375,21,95,2026-07-01T08:31:34.897+00:00
https://agents.allium.so/api/v1/developer/wallet/transactions,agents.allium.so,base,data,1P,false,1.0000,197,293,21,94,2026-07-01T08:31:37.526+00:00
https://agents.allium.so/api/v1/explorer/queries/run-async,agents.allium.so,base,data,1P,false,1.0000,176,345,21,95,2026-07-01T08:31:30.716+00:00
